,Ticker,Net Income,EPS,Dividends,Payout Ratio,Shares,Book Value/Share,Current Ratio,Quick Ratio,Free Cashflow/Share,Revenue,Gross Margin,Operating Margin,EBT Margin,Net Margin,Return on Assets,Return on Equity,Return on Invested Capital,Interest Coverage,EPS Year on Year,Total Assets,Debt/Equity,5-Year Net Income %,Company Name,Dividend Cover,Dividend Cover
487,XLON:GFRD,44.0,0.48,0.86,179.8,92.0,5.11,1.22,0.82,0,100.0,7.17,1.64,1.84,1.56,1.67,7.59,3.79,3.97,0,100.0,0.35,-0.24,Galliford Try Plc,0,0
488,XLON:GNS,66.0,1.07,0.23,21.9,62.0,6.76,2.34,1.23,0,100.0,0,8.94,9.17,14.05,8.42,16.69,12.94,10.69,0,100.0,0.3,-3.65,Genus plc,0,0
489,XLON:GOG,89.0,2.07,1.02,49.4,43.0,6.68,1.09,0.88,0,100.0,76.37,3.69,4.21,2.57,5.35,36.33,15.87,9.94,0,100.0,1.37,10.63,Go Ahead Group,0,0
490,XLON:GFTU,139.0,0.58,0.15,26.5,238.0,5.16,1.45,0.95,0,100.0,0,70.55,5.95,4.91,6.15,11.81,9.61,35.52,0,100.0,0.23,30.57,Grafton Group,0,0
491,XLON:GRI,83.0,0.2,0.05,24.9,418.0,1.86,14.88,3.21,0,100.0,44.64,34.0,33.96,29.56,4.72,11.25,6.16,4.64,0,100.0,1.28,184.61,Grainger Plc,0,0
492,XLON:GPOR,70.0,0.18,0.12,66.3,347.0,8.4,0.75,0.71,0,100.0,25.98,19.53,20.52,18.81,2.14,2.75,2.31,7.85,0,100.0,0.1,-17.2,Great Portland Estates,0,0
493,XLON:GNC,4.0,0.01,0.05,0,704.0,0.96,0.76,0.59,0,100.0,26.68,3.61,-0.68,0.14,0.18,0.51,2.38,0.41,0,100.0,0.8,-18.85,Greencore Group plc,0,0
494,XLON:GNK,163.0,0.52,0.33,63.5,310.0,6.64,0.66,0.49,0,100.0,38.93,17.07,9.07,7.47,3.0,8.12,5.87,2.68,0,100.0,1.04,10.58,Greene King,0,0
495,XLON:GRG,61.0,0.59,0.32,54.4,102.0,3.01,0.77,0.62,0,100.0,63.23,7.81,7.79,6.17,14.56,21.52,21.52,0,0,100.0,0,7.0,Greggs Plc,0,0
496,XLON:GVC,84.0,0.15,0.3,117.3,384.0,6.4,0.84,0.77,0,100.0,58.57,17.19,7.45,5.48,1.8,3.43,2.8,6.5,0,100.0,0.59,0,GVC Holdings plc,0,0
497,XLON:HFD,55.0,0.28,0.18,64.3,198.0,2.12,1.22,0.36,0,100.0,50.23,6.57,5.91,4.82,7.02,13.19,10.76,32.95,0,100.0,0.22,0.75,Halfords,0,0
498,XLON:HLMA,154.0,0.41,0.14,34.6,379.0,2.18,2.53,1.68,0,100.0,52.66,16.84,15.98,14.33,10.82,19.19,14.99,20.34,0,100.0,0.35,10.13,Halma plc,0,0
499,XLON:HSTN,85.0,0.14,0.06,41.5,578.0,1.06,2.52,1.87,0,100.0,90.07,20.04,154.26,150.89,7.39,11.11,8.61,11.74,0,100.0,0.59,38.95,Hansteen Holdings,0,0
500,XLON:HSTG,141.0,0.21,0.13,58.6,659.0,0.95,0,0,0,100.0,0,0,22.35,18.98,5.09,23.71,0,24.51,0,100.0,0.39,26.25,Hastings Group Holdings plc,0,0
501,XLON:HAS,151.0,0.1,0.03,31.1,1463.0,0.4,1.54,1.54,0,100.0,0,4.26,4.1,2.8,12.06,28.0,25.32,39.33,0,100.0,0.14,9.97,Hays plc,0,0
502,XLON:HIK,-806.0,-3.36,0.33,0,241.0,4.84,1.89,1.07,0,100.0,49.9,18.42,-34.33,-39.7,-20.83,-40.61,-26.66,-16.0,0,100.0,0.41,0,Hikma Pharmaceuticals,0,0
503,XLON:HILS,51.0,0.64,0.3,47.1,80.0,3.52,2.16,1.39,0,100.0,37.18,11.84,11.14,8.61,8.8,19.26,12.78,19.22,0,100.0,0.61,15.61,Hill & Smith Holdings plc.,0,0
504,XLON:HSX,65.0,0.22,0.38,173.0,292.0,6.41,0,0,0,100.0,0,0,2.61,2.24,0.65,2.71,0,3.44,0,100.0,0.3,-36.18,Hiscox Ltd,0,0
505,XLON:HOC,31.0,0.06,0.03,55.0,497.0,1.1,1.23,0.95,0,100.0,26.19,15.55,8.32,4.13,2.23,4.28,3.83,4.77,0,100.0,0.14,-8.0,Hochschild Mining Plc,0,0
506,XLON:HSV,96.0,0.29,0.16,53.5,323.0,1.66,1.04,1.01,0,100.0,0,14.89,13.7,10.7,7.42,20.93,13.63,13.71,0,100.0,0.47,18.11,Homeserve plc,0,0
507,XLON:HWDN,187.0,0.3,0.11,36.5,616.0,0.78,2.05,1.32,0,100.0,62.12,16.15,16.01,12.75,22.68,44.12,44.49,99.08,0,100.0,0,17.05,Howden Joinery Group Plc,0,0
508,XLON:HTG,32.0,0.18,0,0,170.0,5.24,4.21,1.63,0,100.0,27.29,3.92,4.16,3.73,2.43,2.85,2.82,59.83,0,100.0,0,0,Hunting plc,0,0
509,XLON:IBST,85.0,0.2,0.09,43.8,409.0,1.13,2.15,1.15,0,100.0,36.53,20.08,21.05,18.72,10.89,19.99,13.83,-48.88,0,100.0,0.36,0,Ibstock plc,0,0
510,XLON:IGG,226.0,0.61,0.33,53.2,370.0,2.28,3.53,3.35,0,100.0,95.43,46.75,100.0,38.36,22.76,28.71,28.06,157.0,0,100.0,0,9.83,IG Group Holdings Plc,0,0
511,XLON:IMI,163.0,0.6,0.39,73.2,271.0,2.28,1.4,0.9,0,100.0,0,15.82,10.19,8.94,9.46,27.06,16.54,10.26,0,100.0,0.72,-6.81,IMI plc,0,0
512,XLON:INCH,243.0,0.58,0.27,45.9,417.0,3.6,1.04,0.46,0,100.0,14.01,4.32,3.73,2.67,5.06,17.26,11.03,9.92,0,100.0,0.18,7.82,Inchcape plc,0,0
513,XLON:INDV,67.0,0.09,0,0,749.0,-0.05,1.5,1.39,0,100.0,88.91,14.0,10.06,6.3,4.6,0,0,5.12,-10.0,100.0,0,-37.48,Indivior plc,0,0
514,XLON:ISAT,11.0,0.03,0.33,0,462.0,1.82,1.0,0.92,0,100.0,89.83,20.9,3.3,0.77,0.23,0.98,2.31,1.47,-510.0,100.0,2.29,-3.5,Inmarsat Plc,0,0
515,XLON:ICP,251.0,0.89,0.28,32.1,283.0,4.54,2.37,2.2,0,100.0,0,64.0,33.18,41.83,4.05,20.16,15.8,2.28,0,100.0,0.96,15.07,Intermediate Capital Group plc,0,0
516,XLON:INTU,-397.0,-0.3,0.14,0,1382.0,3.3,0.66,0.66,0,100.0,69.0,62.88,-110.17,-66.68,-3.75,-8.38,0.16,-0.54,191.09,100.0,1.06,6.81,Intu Properties plc,0,0
517,XLON:INVP,506.0,0.49,0.23,47.1,946.0,6.98,0,0,0,100.0,0,0,26.6,19.72,0.85,10.61,0,0,0,100.0,0.97,9.75,Investec Plc,0,0
518,XLON:IPO,14.0,0.03,0,0,943.0,1.4,11.41,7.99,0,100.0,0,33.2,20.54,19.59,1.09,1.18,1.2,7.29,0,100.0,0.07,4.08,IP Group Plc,0,0
519,XLON:IWG,94.0,0.1,0.06,55.9,921.0,0.82,0.55,0.52,0,100.0,16.15,5.78,5.15,3.94,3.2,12.88,8.69,18.31,0,100.0,0.57,9.96,IWG plc,0,0
520,XLON:JDW,67.0,0.63,0.12,19.0,106.0,2.72,0.35,0.21,0,100.0,11.1,7.81,5.25,3.94,4.57,25.89,8.59,4.36,0,100.0,2.72,7.63,J D Wetherspoon plc,0,0
521,XLON:FSJ,44.0,0.86,0.28,33.2,51.0,5.62,1.69,1.39,0,100.0,30.56,10.37,10.01,8.17,7.23,15.97,11.36,10.37,0,100.0,0.55,0.23,James Fisher & Sons plc,0,0
522,XLON:JLT,111.0,0.51,0.34,66.7,217.0,1.48,1.3,1.2,0,100.0,0,14.35,12.28,7.87,4.0,33.51,11.81,7.33,0,100.0,2.3,2.15,Jardine Lloyd Thompson Group plc,0,0
523,XLON:JD.,251.0,0.26,0.02,6.3,973.0,0.88,1.22,0.44,0,100.0,48.7,9.05,8.62,6.89,13.96,33.78,27.28,90.63,0,100.0,0.16,43.0,JD Sports Fashion plc,0,0
524,XLON:CHOO,24.0,0.06,0,0,378.0,1.27,1.19,0.56,0,100.0,64.08,9.43,7.44,5.99,2.83,4.86,4.42,6.41,0,100.0,0.29,0,Jimmy Choo plc,0,0
525,XLON:JLG,263.0,0.61,0.06,9.2,430.0,3.07,3.03,3.03,0,100.0,0,81.41,77.56,77.62,19.58,20.73,21.07,23.35,0,100.0,0,41.72,John Laing Group plc,0,0
526,XLON:JUP,157.0,0.34,0.17,49.9,460.0,1.3,2.0,1.45,0,100.0,89.21,41.58,40.66,32.65,18.73,26.63,26.66,978.5,0,100.0,0,22.46,Jupiter Fund Management PLC,0,0
527,XLON:JE.,-102.0,-0.15,0,0,682.0,1.09,0.7,0.47,0,100.0,76.86,18.51,-11.76,-15.62,-9.08,-12.74,-11.81,-32.65,0,100.0,0.14,0,Just Eat plc,0,0
528,XLON:JUST,144.0,0.15,0.04,24.2,941.0,1.88,0,0,0,100.0,0,0,5.03,4.51,0.61,8.47,0,1.77,0,100.0,0.32,53.59,Just Group plc,0,0
529,XLON:KAZ,538.0,1.21,0,0,447.0,2.04,2.62,2.02,0,100.0,53.73,44.46,34.07,26.37,10.05,52.93,14.58,4.26,0,100.0,2.66,0,KAZ Minerals plc,0,0
530,XLON:KIE,0,-0.01,0.68,0,97.0,5.55,1.11,0.69,0,100.0,7.85,0.15,0.57,0,0,0,1.4,2.12,0,100.0,1.24,-27.71,Kier Group plc,0,0
531,XLON:LCL,-205.0,-0.18,0.03,0,1629.0,0.74,0.36,0.36,0,100.0,70.36,4.71,-10.51,-10.03,-9.13,-21.59,-11.16,-3.22,0,100.0,0.66,0,Ladbrokes Coral Group plc,0,0
532,XLON:LRE,-63.0,-0.32,0.15,0,201.0,4.38,0,0,0,100.0,0,0,-13.87,-13.68,-2.16,-5.29,0,-2.95,-10.53,100.0,0.28,0,Lancashire Holdings,0,0
533,XLON:LMP,186.0,0.27,0.08,28.4,692.0,1.65,0.84,0.65,0,100.0,99.01,82.53,222.26,222.22,11.04,17.25,12.21,14.45,0,100.0,0.56,0,LondonMetric Property plc,0,0
534,XLON:EMG,267.0,0.16,0.11,66.1,1640.0,0.77,1.02,0.98,0,100.0,0,31.63,25.7,23.99,9.72,16.3,15.09,32.78,0,100.0,0.09,0,Man Group,0,0
535,XLON:MSLH,45.0,0.23,0.1,45.2,199.0,1.22,1.64,0.94,0,100.0,64.4,12.75,12.18,9.86,10.86,19.34,16.53,34.18,0,100.0,0.29,0,Marshalls Plc,0,0
536,XLON:MARS,41.0,0.07,0.07,108.7,632.0,1.36,0.69,0.34,0,100.0,0,12.07,4.61,3.84,1.44,4.94,4.48,1.67,0,100.0,1.54,0,Marstons plc,0,0
537,XLON:MCS,65.0,0.12,0.05,45.0,538.0,1.37,6.53,0.39,0,100.0,18.57,12.59,12.2,9.74,6.92,9.02,8.55,18.19,0,100.0,0.16,0,McCarthy & Stone plc,0,0
538,XLON:MONY,80.0,0.14,0.1,70.0,538.0,0.32,1.32,1.22,0,100.0,73.5,31.85,29.07,23.75,34.43,50.41,50.82,110.22,0,100.0,0,25.76,Moneysupermarket.Com,0,0
539,XLON:MGAM,57.0,0.2,0.11,55.8,287.0,0.78,1.51,0.95,0,100.0,0,11.51,8.57,5.56,5.74,28.35,14.64,5.7,0,100.0,0.88,6.92,Morgan Advanced Materials plc,0,0
540,XLON:NEX,137.0,0.27,0.14,50.6,513.0,2.3,0.65,0.58,0,100.0,0,9.21,7.66,6.11,4.21,12.16,8.0,4.69,0,100.0,0.89,16.9,National Express,0,0
541,XLON:NRR,46.0,0.16,0.21,129.6,286.0,2.94,3.68,3.68,0,100.0,80.98,63.75,46.42,45.24,3.64,5.8,4.92,4.2,0,100.0,0.51,98.13,NewRiver REIT plc,0,0
542,XLON:NXG,112.0,0.29,0.3,105.2,382.0,2.32,0.71,0.58,0,100.0,0,28.09,100.0,18.95,6.2,12.23,9.19,6.68,0,100.0,0.01,21.1,NEX Group Plc,0,0
543,XLON:NOG,-39.0,-0.22,0,0,185.0,2.79,1.73,1.25,0,100.0,55.66,27.95,0.86,-10.13,-1.75,-5.67,-0.18,1.07,0,100.0,1.62,0,Nostrum Oil & Gas plc,0,0
544,XLON:OCDO,-16.0,-0.03,0,0,625.0,0.87,1.87,1.73,0,100.0,34.22,-0.91,-1.01,-1.03,-1.58,-3.65,-0.08,0.03,0,100.0,0.57,0,Ocado Group plc,0,0
545,XLON:OSB,137.0,0.54,0.13,23.7,246.0,2.54,0,0,0,100.0,0,0,100.0,52.77,1.63,24.09,0,0,0,100.0,0.04,69.52,OneSavings Bank plc,0,0
546,XLON:PAGE,92.0,0.28,0.13,43.5,318.0,0.93,2.09,1.94,0,100.0,52.11,8.87,8.86,6.32,18.21,31.9,31.95,289.64,0,100.0,0,18.08,PageGroup plc,0,0
547,XLON:PAG,122.0,0.45,0.16,34.9,273.0,3.91,0,0,0,100.0,0,0,34.71,27.93,0.92,12.19,0,0,0,100.0,5.78,10.17,Paragon Banking Group plc,0,0
548,XLON:PAY,43.0,0.63,0.45,72.3,68.0,0.9,1.04,0.87,0,100.0,46.81,25.04,24.8,20.11,18.57,63.87,63.76,0,0,100.0,0,6.75,Paypoint Plc,0,0
549,XLON:PAYS,151.0,0.3,0,0,505.0,1.97,1.95,1.54,0,100.0,55.48,21.48,17.34,14.37,7.55,12.24,9.39,12.28,0,100.0,0.35,0,Paysafe Group plc,0,0
550,XLON:PNN,222.0,0.47,0.37,77.1,419.0,3.9,1.66,1.31,0,100.0,92.21,23.43,18.83,14.37,3.32,12.75,5.61,4.17,0,100.0,1.8,52.53,Pennon Group,0,0
551,XLON:PFC,-116.0,-0.34,0.38,0,340.0,1.55,1.12,0.97,0,100.0,12.24,8.67,-1.92,-1.92,-1.63,-13.48,-5.43,-0.58,0,100.0,1.72,0,Petrofac,0,0
552,XLON:PZC,48.0,0.11,0.08,72.6,418.0,1.08,0.85,0.56,0,100.0,37.39,11.05,8.73,6.25,4.36,9.99,6.83,11.25,0,100.0,0,-5.44,PZ Cussons Plc,0,0
553,XLON:QQ.,138.0,0.24,0.06,25.1,567.0,1.31,1.3,1.16,0,100.0,0,14.36,17.38,16.58,12.72,21.64,21.64,207.86,0,100.0,0,0,QinetiQ Group plc,0,0
554,XLON:RNK,59.0,0.15,0.07,48.0,392.0,1.01,0.58,0.57,0,100.0,44.87,12.58,10.92,8.48,8.35,15.84,12.97,26.7,0,100.0,0.07,0,Rank Group,0,0
555,XLON:RAT,61.0,1.18,0.61,51.6,51.0,8.12,0,0,0,100.0,0,0,25.61,20.43,2.16,15.34,0,0,0,100.0,0.04,9.9,Rathbone Brothers plc,0,0
556,XLON:RDW,308.0,0.85,0.2,23.4,362.0,4.01,3.23,0.17,0,100.0,24.43,19.9,19.79,16.04,13.37,22.66,21.78,39.0,0,100.0,0,41.81,Redrow plc,0,0
557,XLON:RSW,133.0,1.83,0.54,29.4,73.0,7.54,3.72,2.59,0,100.0,53.41,24.26,25.38,21.74,19.19,26.76,26.92,98.81,0,100.0,0,13.87,Renishaw plc,0,0
558,XLON:RTN,32.0,0.16,0.17,109.9,201.0,0.94,0.32,0.16,0,100.0,10.8,7.3,6.34,4.74,7.76,16.81,14.83,32.97,0,100.0,0.17,-7.35,Restaurant Group,0,0
559,XLON:RMV,153.0,0.17,0.06,34.8,917.0,0.02,1.29,1.13,0,100.0,0,74.14,74.06,59.88,218.05,969.39,519.67,0,0,100.0,0.63,18.16,Rightmove plc,0,0
560,XLON:ROR,59.0,0.07,0.05,79.4,872.0,0.54,2.04,1.42,0,100.0,44.75,13.41,12.84,8.83,7.98,12.78,11.03,21.17,0,100.0,0.1,-9.04,Rotork plc,0,0
561,XLON:RMG,259.0,0.26,0.23,90.6,999.0,4.43,0.89,0.85,0,100.0,41.27,2.16,2.08,2.55,3.32,5.49,5.02,15.13,0,100.0,0.12,-14.35,Royal Mail PLC,0,0
562,XLON:SAFE,104.0,0.49,0.14,28.3,210.0,3.35,0.56,0.56,0,100.0,64.47,49.01,77.51,76.19,8.99,15.71,10.97,9.53,0,100.0,0.59,0,Safestore Holdings,0,0
563,XLON:SAGA,138.0,0.12,0.08,68.2,1123.0,1.09,1.19,0.77,0,100.0,52.01,23.14,20.78,15.99,5.15,11.37,8.86,13.76,0,100.0,0.37,3.98,Saga plc,0,0
564,XLON:SNN,16.0,0.12,0.13,109.5,143.0,1.24,1.65,1.65,0,100.0,62.66,17.49,16.9,13.42,6.04,9.73,7.56,17.19,0,100.0,0.39,0,Sanne Group plc,0,0
565,XLON:SVS,77.0,0.55,0.15,27.3,140.0,3.02,1.14,1.11,0,100.0,0,5.89,6.61,4.77,6.87,18.94,14.1,30.64,0,100.0,0,15.78,Savills plc,0,0
566,XLON:SNR,65.0,0.15,0.07,45.1,423.0,1.3,1.28,0.69,0,100.0,21.71,6.89,5.75,6.29,6.56,12.49,10.13,7.48,0,100.0,0.23,-2.91,Senior plc,0,0
567,XLON:SYNT,102.0,0.29,0.12,41.0,342.0,1.35,1.42,1.07,0,100.0,0,7.45,7.72,6.59,7.85,25.46,14.78,15.36,0,100.0,0.63,5.51,Synthomer plc,0,0
568,XLON:TALK,-79.0,-0.08,0.07,0,987.0,0.18,0.77,0.64,0,100.0,52.46,-0.41,-4.27,-4.63,-5.09,-44.89,-6.43,-1.03,0,100.0,3.41,0,Talktalk Telecom Group Plc,0,0
569,XLON:TATE,265.0,0.56,0.28,50.3,470.0,2.93,2.31,1.2,0,100.0,40.3,10.7,10.55,9.78,9.92,19.64,14.83,9.67,0,100.0,0.4,-0.88,Tate & Lyle plc,0,0
570,XLON:TBCG,379.0,7.01,1.63,23.3,54.0,10.55,0,0,0,100.0,0,0,100.0,41.06,3.05,21.06,0,0,24.5,100.0,1.81,0,TBC Bank Group Plc,0,0
571,XLON:TED,53.0,1.18,0.55,46.8,45.0,5.03,1.52,0.45,0,100.0,60.98,12.74,11.63,8.91,12.08,24.27,16.25,21.84,0,100.0,0.21,19.55,Ted Baker,0,0
572,XLON:TEP,30.0,0.39,0.49,126.9,79.0,2.9,1.16,1.09,0,100.0,17.61,5.29,5.17,3.85,7.28,12.58,11.89,42.12,0,100.0,0.17,2.41,Telecom Plus plc,0,0
573,XLON:TCG,26.0,0.02,0.01,37.5,1537.0,0.02,0.43,0.38,0,100.0,10.06,2.49,0.62,0.28,0.43,29.89,8.4,1.43,0,100.0,33.43,0,Thomas Cook Group plc,0,0
574,XLON:TCAP,43.0,0.07,0.17,218.8,561.0,3.18,1.01,1.01,0,100.0,0,13.32,100.0,2.47,0.09,2.35,2.69,1.97,0,100.0,0.28,0,TP ICAP plc,0,0
575,XLON:TPK,233.0,0.92,0.45,49.0,253.0,11.3,1.43,0.9,0,100.0,29.62,4.62,4.5,3.62,4.62,8.47,7.53,11.89,0,100.0,0.21,-2.16,Travis Perkins plc,0,0
576,XLON:SMWH,114.0,1.02,0.48,46.8,111.0,1.85,0.92,0.35,0,0,0,0,0,0,23.31,60.96,47.88,70.5,0,100.0,0.03,6.67,WH Smith Plc,0,0
577,XLON:WMH,-964.0,-1.12,0.13,0,864.0,0.28,1.33,1.33,0,100.0,74.72,14.68,-56.9,-55.56,-49.09,-130.61,-65.95,-657.2,0,100.0,3.02,0,William Hill plc,0,0
578,XLON:WIZZ,275.0,2.18,0,0,127.0,10.77,1.87,1.78,0,100.0,21.08,14.98,14.69,14.12,14.33,25.07,24.54,58.22,-29.84,100.0,0.03,56.55,Wizz Air Holdings plc,0,0
579,XLON:WG.,-89.0,-0.16,0.11,0,588.0,5.47,1.08,1.01,0,100.0,11.69,2.54,-0.72,-1.07,-1.08,-2.55,-0.56,0.25,0,100.0,0.43,0,Wood Group (John) Plc,0,0
580,XLON:WKP,171.0,1.04,0.23,22.2,165.0,9.49,0.54,0.23,0,100.0,74.17,62.14,132.2,132.97,8.09,10.42,9.23,10.41,906.67,100.0,0.32,17.54,Workspace Group Plc,0,0
581,XLON:ZPG,43.0,8.61,0.06,0.7,448.0,0,0.82,0.54,0,100.0,0,22.96,19.42,15.12,6.58,18.53,9.95,6.51,0,100.0,1.4,0,ZPG plc,0,0
582,III,1.0,0.02,0,0,45.0,1.57,2.16,2.07,0,100.0,42.22,4.87,2.37,0.47,0.59,2.0,3.47,1.95,-600.0,100.0,1.31,0,3i Group Plc,0,0
583,ADM,1939.0,3.42,1.31,38.3,567.0,33.43,1.59,0.39,0,100.0,6.0,2.81,2.97,3.05,5.06,10.74,8.58,6.49,108.33,100.0,0.32,4.94,Admiral Group,0,0
584,AAL,1468.0,3.09,0.4,12.9,476.0,-1.89,0.55,0.4,0,100.0,24.18,8.76,5.1,3.4,2.77,103.16,8.14,3.07,-25.15,100.0,0,0,Anglo American,0,0
585,ANTO,654.0,0.67,0.1,15.2,986.0,5.52,2.57,1.91,0,100.0,46.45,34.02,33.34,13.57,4.8,9.3,7.27,18.5,0,100.0,0.26,-6.17,Antofagasta Holdings,0,0
586,AHT,-96.0,-1.59,0.48,0,96.0,5.19,3.24,2.5,0,100.0,31.95,8.86,-8.7,-10.61,-3.15,-24.04,1.55,0.45,0,100.0,7.72,0,Ashtead Group plc,0,0
587,XLON:ABF,1043.0,1.32,0.41,31.0,790.0,11.08,1.75,0.83,0,100.0,0,8.05,8.47,6.74,8.36,12.58,11.84,9.36,0,100.0,0.07,16.64,Associated British Foods plc,0,0
588,AZN,2677.0,1.05,1.4,132.7,2535.0,4.99,0.72,0.53,0,100.0,79.32,7.47,8.68,11.98,4.23,20.36,9.22,3.98,-28.95,100.0,1.22,-13.78,AstraZeneca plc,0,0
589,AV.,1190.0,0.28,0.27,98.9,4067.0,4.38,0,0,0,100.0,0,0,4.14,3.02,0.27,6.92,0,4.63,0,100.0,0.57,0,Aviva plc,0,0
590,XLON:BAB,336.0,0.67,0.28,42.8,506.0,5.72,1.05,0.86,0,100.0,14.76,7.95,8.39,7.22,5.4,12.09,8.47,8.76,0,100.0,0.51,13.93,Babcock International Group,0,0
591,BA.,756.0,0.23,0.21,92.4,3201.0,1.82,0.96,0.83,0,100.0,0,6.86,5.53,4.3,3.35,16.31,12.56,4.09,0,100.0,0.59,-4.37,BAE Systems plc,0,0
592,BARC,-243.0,-0.01,0.03,0,17300.0,3.57,0,0,0,100.0,0,0,100.0,-0.28,-0.01,-0.11,0,0,-193.34,100.0,1.61,0,Barclays plc,0,0
593,BDEV,-6.0,-0.38,0,0,16.0,-0.46,0.2,0.2,0,100.0,100.0,-48.15,-73.88,-82.65,-202.29,0,0,-118.71,0,100.0,0,0,Barratt Developments plc,0,0
594,BKG,609.0,1.03,0,0,590.0,1.63,1.19,0.59,0,100.0,6.75,4.35,4.58,3.21,2.4,8.61,7.24,0,0,100.0,0.01,-4.14,Berkeley Group Holdings plc,0,0
595,BLT,-50.0,-1.02,0,0,49.0,2.29,2.63,1.02,0,100.0,27.21,6.32,-7.1,-6.02,-6.71,-37.21,-7.24,-2.95,780.0,100.0,3.29,0,BHP Billiton plc,0,0
596,BP.,7064.0,0.35,0.4,112.1,19974.0,3.81,1.1,0.69,0,100.0,8.7,4.7,4.8,2.6,2.62,7.18,4.84,8.51,0,100.0,0.5,-21.79,BP Plc,0,0
597,BATS,98.0,1.03,0.08,7.8,96.0,4.43,0,0,0,100.0,0,0,10.52,5.47,7.92,24.86,0,0,0,100.0,1.37,32.88,British American Tobacco plc,0,0
598,BLND,493.0,0.48,0.3,61.6,1016.0,9.48,1.25,0.38,0,100.0,68.7,55.87,78.4,77.15,3.7,5.34,4.69,6.39,-66.54,100.0,0.34,11.66,British Land Co plc,0,0
599,BT.A,2032.0,0.2,0.15,75.4,9961.0,1.04,0.82,0.63,0,100.0,0,16.73,11.03,8.57,4.77,21.8,11.43,4.6,89.47,100.0,1.16,-0.57,BT Group plc,0,0
600,BNZL,328.0,0.98,0.46,46.6,332.0,4.37,1.33,0.82,0,100.0,0,5.23,4.82,3.73,6.42,23.88,11.29,8.46,0,100.0,1.0,9.72,Bunzl plc,0,0
601,BRBY,294.0,0.68,0.39,57.6,429.0,3.45,2.79,1.96,0,100.0,69.43,17.07,15.1,10.74,12.66,18.86,18.25,318.38,0,100.0,0,2.91,Burberry Group plc,0,0
602,CCL,2827.0,3.92,1.8,45.9,721.0,32.48,0.24,0.15,0,100.0,39.98,16.38,15.71,15.4,6.84,12.06,9.09,15.79,50.0,100.0,0.34,14.96,Carnival plc,0,0
603,CNA,928.0,3.4,1.2,35.2,272.0,42.06,0,0,0,100.0,0,0,12.79,9.32,1.63,7.92,0,9.6,-1.0,100.0,0.23,7.44,Centrica plc,0,0
604,CCH,451.0,1.23,0.54,43.9,367.0,7.29,1.14,0.9,0,100.0,37.5,10.04,9.19,6.9,6.49,15.54,9.87,0,800.0,100.0,0.48,17.48,Coca-Cola HBC AG,0,0
605,CPG,-583.0,-1.07,0.36,0,547.0,12.51,0.41,0.35,0,100.0,73.5,6.35,-19.77,-18.44,-3.58,-6.28,-3.12,-2.62,-300.0,100.0,0.47,0,Compass Group plc,0,0
606,CTEC,10.0,0.63,0,0,16.0,6.24,10.79,8.81,0,100.0,66.38,17.01,20.5,13.96,10.57,11.31,11.31,0,20.0,100.0,0,0,ConvaTec Group Plc,0,0
607,CRH,2886.0,3.55,0.67,31.1,843.0,21.74,1.35,0.92,0,100.0,32.65,8.22,7.46,11.4,8.57,19.98,13.4,7.05,3.15,100.0,0.55,26.5,CRH plc,0,0
608,CRDA,244.0,1.84,0.81,43.9,132.0,6.83,2.03,1.05,0,100.0,37.96,23.83,23.16,17.83,14.58,30.67,20.2,31.47,0,100.0,0.49,7.92,Croda International plc,0,0
609,XLON:DCC,262.0,2.93,1.16,44.7,89.0,18.39,1.34,1.04,0,100.0,9.86,2.32,1.82,1.84,4.57,16.78,9.18,4.81,0,100.0,0.97,18.97,DCC plc,0,0
610,XLON:DGE,3022.0,1.21,0.63,52.3,2495.0,4.05,1.37,0.54,0,100.0,61.9,30.35,30.75,24.85,10.32,29.83,16.31,10.47,-90.42,100.0,0.82,3.99,Diageo plc,0,0
611,DLG,168.0,2.14,0,0,78.0,15.94,5.18,3.92,0,100.0,45.65,13.8,13.71,11.89,11.45,13.35,13.02,150.05,-24.14,100.0,0,22.71,Direct Line Insurance Group plc,0,0
612,XLON:EZJ,443.0,1.12,0.4,36.5,0,6.68,0.89,0.83,0,100.0,20.64,10.48,10.24,8.2,7.12,17.74,13.21,21.48,0,100.0,0.36,3.65,easyJet plc,0,0
613,EXPN,815.0,0.88,0.42,45.9,926.0,2.19,0.48,0.4,0,100.0,86.96,25.12,21.32,17.48,10.24,31.01,15.41,8.83,0,100.0,0.98,17.3,Experian Plc,0,0
614,FERG,1214.0,5.07,1.51,29.8,239.0,15.03,1.52,0.83,0,100.0,29.07,6.71,7.71,5.88,10.42,28.84,16.96,24.76,0,100.0,0.34,62.96,Ferguson plc,0,0
615,FRES,-1.0,-0.39,0,0,8.0,0,0.85,0.73,0,100.0,10.93,-4.84,-9.93,-1.13,-5.73,-18.82,-12.58,0,-27.78,100.0,0.04,0,Fresnillo,0,0
616,GFS,188.0,0.12,0.1,78.8,1548.0,0.54,1.06,1.0,0,100.0,17.65,5.45,4.06,2.5,3.37,23.49,7.42,3.45,0,100.0,1.84,37.51,G4S Plc,0,0
617,GKN,503.0,0.29,0.03,10.7,1728.0,1.65,1.39,0.78,0,100.0,54.87,5.43,6.8,5.2,5.64,21.55,17.62,6.22,0,100.0,0.44,0.94,GKN plc,0,0
